,Year,Region,Country,Buddhists,Christians,Folk Religions,Hindus,Jews,Muslims,Other Religions,Unaffiliated
242,2020,North America, All Countries,1.2,74.6,1.0,1.0,1.6,1.3,1.0,19.2
243,2020,Latin America-Caribbean, All Countries,1.0,89.7,1.8,1.0,1.0,1.0,1.0,8.0
244,2020,Europe, All Countries,1.0,72.2,1.0,1.0,1.0,6.8,1.0,20.0
245,2020,Middle East-North Africa, All Countries,1.0,3.6,1.0,1.0,1.6,93.1,1.0,1.0
246,2020,Sub-Saharan Africa, All Countries,1.0,62.0,3.2,1.0,1.0,31.4,1.0,3.0
247,2020,Asia-Pacific, All Countries,11.3,7.2,8.6,26.0,1.0,25.7,1.2,20.0
248,2020,Asia-Pacific,Afghanistan,1.0,,1.0,1.0,1.0,,1.0,1.0
249,2020,Europe,Albania,1.0,16.7,1.0,1.0,1.0,82.1,1.0,1.0
250,2020,Middle East-North Africa,Algeria,1.0,1.0,1.0,1.0,1.0,97.9,1.0,1.8
251,2020,Asia-Pacific,American Samoa,1.0,98.3,1.0,1.0,1.0,1.0,1.0,1.0
252,2020,Europe,Andorra,1.0,89.5,1.0,1.0,1.0,1.0,1.0,8.8
253,2020,Sub-Saharan Africa,Angola,1.0,90.5,4.2,1.0,1.0,1.0,1.0,5.2
254,2020,Latin America-Caribbean,Anguilla,1.0,90.6,2.9,1.0,1.0,1.0,1.6,4.0
255,2020,Latin America-Caribbean,Antigua and Barbuda,1.0,93.0,3.6,1.0,1.0,1.0,1.0,1.7
256,2020,Latin America-Caribbean,Argentina,1.0,85.4,1.0,1.0,1.0,1.0,1.0,12.1
257,2020,Asia-Pacific,Armenia,1.0,98.3,1.0,1.0,1.0,1.0,1.0,1.3
258,2020,Latin America-Caribbean,Aruba,1.0,91.6,1.3,1.0,1.0,1.0,1.0,6.2
259,2020,Asia-Pacific,Australia,2.9,61.7,1.0,1.7,1.0,3.0,1.0,28.6
260,2020,Europe,Austria,1.0,78.4,1.0,1.0,1.0,6.2,1.0,14.5
261,2020,Asia-Pacific,Azerbaijan,1.0,2.6,1.0,1.0,1.0,97.3,1.0,1.0
262,2020,Latin America-Caribbean,Bahamas,1.0,96.2,1.0,1.0,1.0,1.0,1.0,3.0
263,2020,Middle East-North Africa,Bahrain,3.1,14.1,1.0,10.2,1.0,,1.0,2.0
264,2020,Asia-Pacific,Bangladesh,1.0,1.0,1.0,8.2,1.0,90.8,1.0,1.0
265,2020,Latin America-Caribbean,Barbados,1.0,95.2,1.0,1.0,1.0,1.0,1.4,
266,2020,Europe,Belarus,1.0,70.7,1.0,1.0,1.0,1.0,1.0,28.6
267,2020,Europe,Belgium,1.0,60.5,1.0,1.0,1.0,7.5,1.0,31.0
268,2020,Latin America-Caribbean,Belize,1.0,87.6,1.5,1.0,1.1,1.0,1.0,
269,2020,Sub-Saharan Africa,Benin,,,17.9,1.0,1.0,24.6,1.0,5.2
270,2020,North America,Bermuda,1.0,75.0,3.0,1.0,1.0,1.1,1.0,19.4
271,2020,Asia-Pacific,Bhutan,74.7,1.0,1.9,22.5,1.0,1.0,1.0,1.0
272,2020,Latin America-Caribbean,Bolivia,1.0,94.0,1.0,1.0,1.0,1.0,1.0,4.1
273,2020,Europe,Bosnia-Herzegovina,1.0,51.1,1.0,1.0,1.0,46.5,1.0,2.4
274,2020,Sub-Saharan Africa,Botswana,1.0,76.4,4.4,1.0,1.0,1.0,1.0,17.5
275,2020,Latin America-Caribbean,Brazil,1.0,88.1,3.2,1.0,1.0,1.0,1.0,8.4
276,2020,Latin America-Caribbean,British Virgin Islands,1.0,84.5,8.4,1.2,1.0,1.2,1.0,3.9
277,2020,Asia-Pacific,Brunei,8.6,9.4,6.2,1.0,1.0,75.1,1.0,1.0
278,2020,Europe,Bulgaria,1.0,81.0,1.0,1.0,1.0,14.2,1.0,4.7
279,2020,Sub-Saharan Africa,Burkina Faso,1.0,21.7,15.1,1.0,1.0,62.7,1.0,1.0
280,2020,Sub-Saharan Africa,Burundi,1.0,91.0,6.0,1.0,1.0,2.9,1.0,1.0
281,2020,Asia-Pacific,Cambodia,96.8,,1.0,1.0,1.0,2.0,1.0,1.0
282,2020,Sub-Saharan Africa,Cameroon,1.0,69.6,3.2,1.0,1.0,19.3,2.7,5.2
283,2020,North America,Canada,1.0,66.4,1.2,1.7,1.1,2.8,1.2,24.5
284,2020,Sub-Saharan Africa,Cape Verde,1.0,89.3,1.4,1.0,1.0,1.0,1.0,9.0
285,2020,Latin America-Caribbean,Cayman Islands,1.0,83.5,4.5,1.0,1.0,1.0,1.0,9.4
286,2020,Sub-Saharan Africa,Central African Republic,1.0,89.0,1.0,1.0,1.0,9.0,1.0,1.0
287,2020,Sub-Saharan Africa,Chad,1.0,41.1,1.3,1.0,1.0,55.1,1.0,2.4
288,2020,Europe,Channel Islands,1.0,85.2,1.0,1.0,1.0,1.0,1.0,14.2
289,2020,Latin America-Caribbean,Chile,1.0,88.3,1.5,1.0,1.0,1.0,1.0,
290,2020,Asia-Pacific,China,18.3,,21.9,1.0,1.0,2.0,1.0,51.8
291,2020,Latin America-Caribbean,Colombia,1.0,92.3,1.0,1.0,1.0,1.0,1.0,6.7
292,2020,Sub-Saharan Africa,Comoros,1.0,1.0,1.0,1.0,1.0,98.3,1.0,
293,2020,Sub-Saharan Africa,Republic of the Congo,1.0,87.1,2.7,1.0,1.0,1.2,1.0,8.0
294,2020,Sub-Saharan Africa,Democratic Republic of the Congo,1.0,95.8,1.0,1.0,1.0,1.5,1.0,1.7
295,2020,Asia-Pacific,Cook Islands,1.0,96.0,1.0,,1.0,1.0,1.0,3.2
296,2020,Latin America-Caribbean,Costa Rica,1.0,90.8,1.0,1.0,1.0,1.0,1.0,
297,2020,Sub-Saharan Africa,Ivory Coast,1.0,44.0,10.5,1.0,1.0,37.2,1.0,8.1
298,2020,Europe,Croatia,1.0,93.3,1.0,1.0,1.0,1.6,1.0,5.1
299,2020,Latin America-Caribbean,Cuba,1.0,58.9,17.6,1.0,1.0,1.0,1.0,23.2
300,2020,Asia-Pacific,Cyprus,1.0,72.3,1.0,1.0,1.0,25.0,1.0,1.9
301,2020,Europe,Czech Republic,,20.9,1.0,1.0,1.0,1.0,1.0,78.4
302,2020,Europe,Denmark,1.0,81.9,1.0,1.0,1.0,5.1,1.0,12.0
303,2020,Sub-Saharan Africa,Djibouti,1.0,2.3,1.0,1.0,1.0,96.9,1.0,1.0
304,2020,Latin America-Caribbean,Dominica,1.0,94.4,3.0,1.0,1.0,1.0,1.7,1.0
305,2020,Latin America-Caribbean,Dominican Republic,1.0,88.0,1.0,1.0,1.0,1.0,1.0,10.9
306,2020,Latin America-Caribbean,Ecuador,1.0,94.0,1.0,1.0,1.0,1.0,1.0,5.6
307,2020,Middle East-North Africa,Egypt,1.0,4.7,1.0,1.0,1.0,95.3,1.0,1.0
308,2020,Latin America-Caribbean,El Salvador,1.0,88.0,1.0,1.0,1.0,1.0,1.0,11.2
309,2020,Sub-Saharan Africa,Equatorial Guinea,1.0,88.7,1.7,1.0,1.0,4.0,1.0,5.0
310,2020,Sub-Saharan Africa,Eritrea,1.0,62.9,1.0,1.0,1.0,36.6,1.0,1.0
311,2020,Europe,Estonia,1.0,,1.0,1.0,1.0,1.0,1.0,60.2
312,2020,Sub-Saharan Africa,Ethiopia,1.0,61.9,2.1,1.0,1.0,35.9,1.0,1.0
313,2020,Europe,Faeroe Islands,1.0,98.0,1.0,,1.0,1.0,1.0,1.7
314,2020,Latin America-Caribbean,Falkland Islands (Malvinas),1.0,,1.0,1.0,1.0,1.0,1.0,31.5
315,2020,Asia-Pacific,Fiji,1.0,,1.0,27.9,1.0,6.3,1.0,1.0
316,2020,Europe,Finland,1.0,77.7,1.0,1.0,1.0,1.3,1.0,20.8
317,2020,Europe,France,1.0,58.1,1.0,1.0,1.0,8.3,1.0,31.9
318,2020,Latin America-Caribbean,French Guiana,1.0,84.0,8.6,1.4,1.0,1.3,1.0,3.9
319,2020,Asia-Pacific,French Polynesia,1.0,94.0,1.0,1.0,1.0,1.0,1.0,4.9
320,2020,Sub-Saharan Africa,Gabon,1.0,75.6,5.7,1.0,1.0,12.2,1.0,5.7
321,2020,Sub-Saharan Africa,Gambia,1.0,4.2,1.0,1.0,1.0,95.3,1.0,1.0
322,2020,Europe,Georgia,1.0,87.6,1.0,1.0,1.0,11.6,1.0,1.0
323,2020,Europe,Germany,1.0,66.0,1.0,1.0,1.0,6.9,1.0,26.3
324,2020,Sub-Saharan Africa,Ghana,1.0,73.6,4.9,1.0,1.0,17.5,1.0,3.8
325,2020,Europe,Gibraltar,1.0,88.8,1.0,1.8,2.1,4.0,1.0,
326,2020,Europe,Greece,1.0,87.6,1.0,1.0,1.0,5.9,1.0,6.1
327,2020,North America,Greenland,1.0,96.1,1.0,1.0,1.0,1.0,1.0,2.5
328,2020,Latin America-Caribbean,Grenada,1.0,,1.3,1.0,1.0,1.0,1.0,1.0
329,2020,Latin America-Caribbean,Guadeloupe,1.0,95.9,1.0,1.0,1.0,1.0,1.0,
330,2020,Asia-Pacific,Guam,1.1,94.2,1.5,1.0,1.0,1.0,1.6,
331,2020,Latin America-Caribbean,Guatemala,1.0,95.3,1.0,1.0,1.0,1.0,1.0,3.9
332,2020,Sub-Saharan Africa,Guinea,1.0,10.8,2.7,1.0,1.0,84.6,1.0,1.8
333,2020,Sub-Saharan Africa,Guinea-Bissau,1.0,18.9,30.6,1.0,1.0,46.1,1.0,4.4
334,2020,Latin America-Caribbean,Guyana,1.0,67.9,1.0,23.3,1.0,6.1,1.0,2.0
335,2020,Latin America-Caribbean,Haiti,1.0,87.0,2.1,1.0,1.0,1.0,1.0,10.7
336,2020,Europe,Vatican City,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0
337,2020,Latin America-Caribbean,Honduras,1.0,87.5,1.1,1.0,1.0,1.0,1.0,10.5
338,2020,Asia-Pacific,Hong Kong,13.3,14.9,13.0,1.0,1.0,2.1,1.5,
339,2020,Europe,Hungary,,79.3,1.0,1.0,1.0,1.0,1.0,20.3
340,2020,Europe,Iceland,1.0,94.0,1.0,1.0,1.0,1.0,1.0,
341,2020,Asia-Pacific,India,1.0,2.4,1.0,78.9,1.0,15.4,2.1,1.0
342,2020,Asia-Pacific,Indonesia,1.0,10.2,1.0,1.6,1.0,87.0,1.0,1.0
343,2020,Asia-Pacific,Iran,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
344,2020,Middle East-North Africa,Iraq,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
345,2020,Europe,Ireland,1.0,89.7,1.0,,1.0,1.5,1.0,
346,2020,Europe,Isle of Man,1.0,84.1,1.0,1.0,1.0,1.0,1.0,15.4
347,2020,Middle East-North Africa,Israel,1.0,2.0,1.0,1.0,74.0,20.1,1.0,3.2
348,2020,Europe,Italy,1.0,80.8,1.0,1.0,1.0,4.9,1.0,13.4
349,2020,Latin America-Caribbean,Jamaica,1.0,77.3,4.6,,1.0,1.0,1.0,17.0
350,2020,Asia-Pacific,Japan,33.2,1.8,1.0,1.0,1.0,1.0,4.5,60.0
351,2020,Middle East-North Africa,Jordan,1.0,2.1,1.0,1.0,1.0,97.1,1.0,1.0
352,2020,Asia-Pacific,Kazakhstan,1.0,,1.0,1.0,1.0,72.0,1.0,4.0
353,2020,Sub-Saharan Africa,Kenya,1.0,84.5,1.5,1.0,1.0,10.5,1.1,2.3
354,2020,Asia-Pacific,Kiribati,,97.0,1.0,1.0,1.0,1.0,2.2,1.0
355,2020,Europe,Kosovo,1.0,5.6,1.0,1.0,1.0,94.3,1.0,1.0
356,2020,Middle East-North Africa,Kuwait,5.4,13.6,1.0,9.9,1.0,70.7,1.0,1.0
357,2020,Asia-Pacific,Kyrgyzstan,1.0,10.0,1.0,1.0,1.0,89.4,1.0,1.0
358,2020,Asia-Pacific,Laos,64.0,1.5,32.8,1.0,1.0,1.0,1.0,1.0
359,2020,Europe,Latvia,1.0,,1.0,1.0,1.0,1.0,1.0,45.3
360,2020,Middle East-North Africa,Lebanon,1.0,38.4,1.0,1.0,1.0,61.2,1.0,1.0
361,2020,Sub-Saharan Africa,Lesotho,1.0,97.0,1.0,1.0,1.0,1.0,1.0,2.8
362,2020,Sub-Saharan Africa,Liberia,1.0,86.2,1.0,1.0,1.0,11.7,1.0,1.4
363,2020,Middle East-North Africa,Libya,1.0,2.7,1.0,,1.0,96.6,1.0,1.0
364,2020,Europe,Liechtenstein,1.0,91.9,1.0,1.0,1.0,5.0,1.0,2.9
365,2020,Europe,Lithuania,1.0,89.9,1.0,1.0,1.0,1.0,1.0,9.8
366,2020,Europe,Luxembourg,1.0,70.6,1.0,1.0,1.0,2.3,1.0,
367,2020,Asia-Pacific,Macau,17.3,7.2,58.9,1.0,1.0,1.0,1.0,15.4
368,2020,Europe,Republic of Macedonia,1.0,55.1,1.0,1.0,1.0,43.6,1.0,1.3
369,2020,Sub-Saharan Africa,Madagascar,1.0,84.7,4.7,1.0,1.0,3.1,1.0,7.3
370,2020,Sub-Saharan Africa,Malawi,,83.4,1.7,1.0,1.0,12.8,1.0,2.0
371,2020,Asia-Pacific,Malaysia,15.7,9.4,2.2,5.8,1.0,66.1,1.0,1.0
372,2020,Asia-Pacific,Maldives,1.0,1.0,1.0,1.0,1.0,98.4,1.0,1.0
373,2020,Sub-Saharan Africa,Mali,1.0,2.4,2.5,1.0,1.0,94.6,1.0,
374,2020,Europe,Malta,1.0,97.0,1.0,1.0,1.0,1.0,1.0,2.5
375,2020,Asia-Pacific,Marshall Islands,1.0,97.5,1.0,1.0,1.0,1.0,1.0,1.5
376,2020,Latin America-Caribbean,Martinique,1.0,96.5,1.0,1.0,1.0,1.0,1.0,2.3
377,2020,Sub-Saharan Africa,Mauritania,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
378,2020,Sub-Saharan Africa,Mauritius,1.0,32.8,1.0,48.4,1.0,17.4,1.0,1.0
379,2020,Sub-Saharan Africa,Mayotte,1.0,1.0,1.0,1.0,1.0,98.6,1.0,1.0
380,2020,Latin America-Caribbean,Mexico,1.0,94.1,1.0,1.0,1.0,1.0,1.0,5.7
381,2020,Asia-Pacific,Federated States of Micronesia,1.0,95.3,2.7,1.0,1.0,1.0,1.0,1.0
382,2020,Europe,Moldova,1.0,97.4,1.0,1.0,1.0,1.0,1.0,1.3
383,2020,Europe,Monaco,1.0,86.0,1.0,1.0,1.7,1.0,1.0,11.7
384,2020,Asia-Pacific,Mongolia,54.4,2.3,3.4,1.0,1.0,3.4,1.0,36.5
385,2020,Europe,Montenegro,1.0,76.6,1.0,1.0,1.0,20.3,1.0,3.1
386,2020,Latin America-Caribbean,Montserrat,1.0,93.5,1.0,1.0,1.0,1.0,1.5,4.8
387,2020,Middle East-North Africa,Morocco,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
388,2020,Sub-Saharan Africa,Mozambique,1.0,57.8,7.6,1.0,1.0,17.2,1.0,17.3
389,2020,Asia-Pacific,Burma (Myanmar),79.8,7.8,5.8,1.7,1.0,4.2,1.0,1.0
390,2020,Sub-Saharan Africa,Namibia,1.0,97.5,1.0,1.0,1.0,1.0,1.0,1.9
391,2020,Asia-Pacific,Nauru,1.1,79.0,8.1,1.0,1.0,1.0,7.4,4.5
392,2020,Asia-Pacific,Nepal,10.0,1.0,3.6,80.6,1.0,5.0,1.0,1.0
393,2020,Europe,Netherlands,1.0,47.3,1.0,1.0,1.0,6.9,1.0,44.3
394,2020,Asia-Pacific,New Caledonia,1.0,85.2,1.0,1.0,1.0,2.8,1.0,10.4
395,2020,Asia-Pacific,New Zealand,1.9,,1.0,2.5,1.0,1.6,1.0,39.6
396,2020,Latin America-Caribbean,Nicaragua,1.0,85.3,1.4,1.0,1.0,1.0,1.0,13.0
397,2020,Sub-Saharan Africa,Niger,1.0,,1.0,,1.0,98.3,1.0,1.0
398,2020,Sub-Saharan Africa,Nigeria,1.0,46.9,1.5,1.0,1.0,51.1,1.0,1.0
399,2020,Asia-Pacific,Niue,1.0,96.4,1.0,1.0,1.0,1.0,1.0,3.3
400,2020,Asia-Pacific,North Korea,1.5,2.0,12.3,1.0,1.0,1.0,12.9,71.3
401,2020,Asia-Pacific,Northern Mariana Islands,10.6,81.3,5.3,1.0,1.0,1.0,1.1,1.0
402,2020,Europe,Norway,1.0,81.7,1.0,1.0,1.0,,1.0,11.6
403,2020,Middle East-North Africa,Oman,1.0,6.4,1.0,5.7,1.0,85.9,1.0,1.0
404,2020,Asia-Pacific,Pakistan,1.0,1.6,1.0,1.9,1.0,96.5,1.0,1.0
405,2020,Asia-Pacific,Palau,1.0,86.7,1.0,1.0,1.0,1.0,10.4,1.2
406,2020,Middle East-North Africa,Palestinian territories,1.0,2.0,1.0,1.0,1.0,97.9,1.0,1.0
407,2020,Latin America-Caribbean,Panama,1.0,92.7,1.0,1.0,1.0,1.0,1.0,
408,2020,Asia-Pacific,Papua New Guinea,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0
409,2020,Latin America-Caribbean,Paraguay,1.0,,1.7,1.0,1.0,1.0,1.0,1.1
410,2020,Latin America-Caribbean,Peru,1.0,95.4,1.0,1.0,1.0,1.0,1.0,3.1
411,2020,Asia-Pacific,Philippines,1.0,92.4,1.6,1.0,1.0,5.7,1.0,1.0
412,2020,Europe,Poland,1.0,92.5,1.0,1.0,1.0,1.0,1.0,7.3
413,2020,Europe,Portugal,1.0,90.5,1.0,1.0,1.0,1.0,1.0,
414,2020,Latin America-Caribbean,Puerto Rico,1.0,96.5,1.0,1.0,1.0,1.0,1.0,2.1
415,2020,Middle East-North Africa,Qatar,3.8,13.7,1.0,15.9,1.0,65.2,1.0,1.0
416,2020,Sub-Saharan Africa,Reunion,1.0,87.6,1.0,4.5,1.0,4.2,1.1,2.0
417,2020,Europe,Romania,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0
418,2020,Europe,Russia,1.0,72.9,1.0,1.0,1.0,11.4,1.0,15.2
419,2020,Sub-Saharan Africa,Rwanda,1.0,93.8,1.0,1.0,1.0,2.2,1.0,3.0
420,2020,Sub-Saharan Africa,St. Helena,1.0,96.5,1.0,1.0,1.0,1.0,1.0,3.3
421,2020,Latin America-Caribbean,St. Kitts and Nevis,1.0,94.6,1.3,1.5,1.0,1.0,1.0,
422,2020,Latin America-Caribbean,St. Lucia,1.0,91.5,1.0,1.0,1.0,1.0,1.9,5.8
423,2020,North America,St. Pierre and Miquelon,1.0,94.7,1.0,1.0,1.0,1.0,1.3,3.8
424,2020,Latin America-Caribbean,St. Vincent and the Grenadines,1.0,88.7,2.0,3.4,1.0,1.5,2.0,2.5
425,2020,Asia-Pacific,Samoa,1.0,,1.0,1.0,1.0,1.0,1.0,2.4
426,2020,Europe,San Marino,1.0,91.6,1.0,1.0,1.0,1.0,1.0,7.2
427,2020,Sub-Saharan Africa,Sao Tome and Principe,1.0,81.1,3.1,1.0,1.0,1.0,2.5,13.2
428,2020,Middle East-North Africa,Saudi Arabia,1.0,4.4,1.0,1.3,1.0,92.7,1.0,1.0
429,2020,Sub-Saharan Africa,Senegal,1.0,3.3,1.0,1.0,1.0,96.6,1.0,1.0
430,2020,Europe,Serbia,1.0,91.6,1.0,,1.0,5.0,1.0,3.3
431,2020,Sub-Saharan Africa,Seychelles,,94.0,1.0,2.1,1.0,1.1,1.0,2.1
432,2020,Sub-Saharan Africa,Sierra Leone,1.0,20.4,1.0,1.0,1.0,78.5,1.0,1.0
433,2020,Asia-Pacific,Singapore,32.2,17.7,2.4,6.5,1.0,16.1,8.5,16.5
434,2020,Europe,Slovakia,1.0,83.6,1.0,1.0,1.0,1.0,1.0,15.8
435,2020,Europe,Slovenia,1.0,77.2,1.0,1.0,1.0,3.9,1.0,18.8
436,2020,Asia-Pacific,Solomon Islands,1.0,97.4,1.3,1.0,1.0,1.0,1.0,1.0
437,2020,Sub-Saharan Africa,Somalia,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
438,2020,Sub-Saharan Africa,South Africa,1.0,80.8,1.0,1.0,1.0,,1.0,15.3
439,2020,Asia-Pacific,South Korea,21.9,30.1,1.0,1.0,1.0,1.0,1.0,46.6
440,2020,Europe,Spain,1.0,75.2,1.0,1.0,1.0,3.3,1.0,21.0
441,2020,Asia-Pacific,Sri Lanka,68.6,7.2,1.0,13.7,1.0,10.4,1.0,1.0
442,2020,Middle East-North Africa,Sudan,1.0,5.4,2.8,1.0,1.0,90.7,1.0,1.0
443,2020,Latin America-Caribbean,Suriname,1.0,52.3,5.6,18.8,1.0,14.3,1.9,6.2
444,2020,Sub-Saharan Africa,Swaziland,1.0,88.7,1.0,1.0,1.0,1.0,1.0,9.4
445,2020,Europe,Sweden,1.0,63.0,1.0,1.0,1.0,6.5,1.0,29.0
446,2020,Europe,Switzerland,1.0,70.0,1.0,1.0,1.0,5.6,1.0,22.8
447,2020,Middle East-North Africa,Syria,1.0,5.2,1.0,1.0,1.0,92.8,1.0,2.0
448,2020,Asia-Pacific,Taiwan,21.2,5.8,43.8,1.0,1.0,1.0,15.5,13.7
449,2020,Asia-Pacific,Tajikistan,1.0,1.8,1.0,1.0,1.0,96.4,1.0,1.5
450,2020,Sub-Saharan Africa,Tanzania,1.0,63.1,1.1,1.0,1.0,34.1,1.0,1.6
451,2020,Asia-Pacific,Thailand,92.6,1.0,1.0,1.0,1.0,6.0,1.0,1.0
452,2020,Asia-Pacific,Timor-Leste,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0
453,2020,Sub-Saharan Africa,Togo,1.0,,36.9,1.0,1.0,14.0,1.0,6.2
454,2020,Asia-Pacific,Tokelau,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0
455,2020,Asia-Pacific,Tonga,1.0,98.9,1.0,,1.0,1.0,1.0,1.0
456,2020,Latin America-Caribbean,Trinidad and Tobago,1.0,66.3,2.0,,1.0,5.8,1.4,1.8
457,2020,Middle East-North Africa,Tunisia,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
458,2020,Asia-Pacific,Turkey,1.0,1.0,1.0,1.0,1.0,98.0,1.0,1.2
459,2020,Asia-Pacific,Turkmenistan,1.0,6.4,1.0,1.0,1.0,93.0,1.0,1.0
460,2020,Latin America-Caribbean,Turks and Caicos Islands,1.0,92.1,2.7,1.0,1.0,,1.0,4.6
461,2020,Asia-Pacific,Tuvalu,1.0,96.7,1.0,1.0,1.0,1.0,1.9,1.3
462,2020,Sub-Saharan Africa,Uganda,,86.1,1.0,1.0,1.0,12.1,1.0,1.0
463,2020,Europe,Ukraine,1.0,85.6,1.0,1.0,1.0,1.7,1.0,12.5
464,2020,Middle East-North Africa,United Arab Emirates,,12.9,1.0,7.7,1.0,75.0,1.0,1.1
465,2020,Europe,United Kingdom,1.0,59.1,1.0,1.6,1.0,6.1,1.0,31.2
466,2020,North America,United States,1.2,75.5,1.0,1.0,1.7,,1.0,
467,2020,Latin America-Caribbean,U.S. Virgin Islands,1.0,94.8,1.0,1.0,1.0,1.0,1.0,3.7
468,2020,Latin America-Caribbean,Uruguay,,57.0,1.0,1.0,1.0,1.0,1.0,41.5
469,2020,Asia-Pacific,Uzbekistan,1.0,2.0,1.0,1.0,1.0,97.1,1.0,1.0
470,2020,Asia-Pacific,Vanuatu,1.0,93.5,4.0,1.0,1.0,1.0,1.4,1.2
471,2020,Latin America-Caribbean,Venezuela,1.0,89.5,1.0,1.0,1.0,1.0,1.0,
472,2020,Asia-Pacific,Vietnam,,8.4,45.0,1.0,1.0,1.0,1.0,29.9
473,2020,Asia-Pacific,Wallis and Futuna,1.0,97.4,1.2,1.0,1.0,1.0,1.0,1.0
474,2020,Middle East-North Africa,Western Sahara,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
475,2020,Middle East-North Africa,Yemen,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
476,2020,Sub-Saharan Africa,Zambia,1.0,97.4,1.0,1.0,1.0,1.0,1.0,1.0
477,2020,Sub-Saharan Africa,Zimbabwe,1.0,87.1,4.0,1.0,1.0,1.0,1.0,7.6
478,2020,Sub-Saharan Africa,South Sudan,1.0,,32.9,1.0,1.0,6.2,1.0,1.0
479,2020,Latin America-Caribbean,Curacao,1.0,93.9,1.2,1.0,1.0,1.0,1.0,3.3
480,2020,Latin America-Caribbean,Sint Maarten,1.0,93.9,1.2,1.0,1.0,1.0,1.0,3.3
481,2020,Latin America-Caribbean,Caribbean Netherlands,1.0,93.9,1.2,1.0,1.0,1.0,1.0,3.3
482,2030, World, All Countries,6.1,31.0,5.4,15.2,1.0,26.5,1.0,14.8
