,Year,Region,Country,Buddhists,Christians,Folk Religions,Hindus,Jews,Muslims,Other Religions,Unaffiliated
724,2040,North America, All Countries,1.4,68.4,1.0,1.2,1.4,2.0,1.3,23.8
725,2040,Latin America-Caribbean, All Countries,1.0,89.1,1.9,1.0,1.0,1.0,1.0,8.5
726,2040,Europe, All Countries,1.0,67.5,1.0,1.0,1.0,9.0,1.0,22.3
727,2040,Middle East-North Africa, All Countries,1.0,3.2,1.0,1.0,1.4,93.5,1.0,1.0
728,2040,Sub-Saharan Africa, All Countries,1.0,59.6,3.2,1.0,1.0,34.1,1.0,2.7
729,2040,Asia-Pacific, All Countries,10.1,7.5,7.8,27.2,1.0,,1.1,17.9
730,2040,Asia-Pacific,Afghanistan,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
731,2040,Europe,Albania,1.0,14.4,1.0,1.0,1.0,84.8,1.0,1.0
732,2040,Middle East-North Africa,Algeria,1.0,1.0,1.0,1.0,1.0,97.9,1.0,1.8
733,2040,Asia-Pacific,American Samoa,1.0,98.3,1.0,,1.0,1.0,1.0,1.0
734,2040,Europe,Andorra,1.0,89.5,1.0,1.0,1.0,1.0,1.0,8.8
735,2040,Sub-Saharan Africa,Angola,1.0,90.5,4.1,1.0,1.0,1.0,1.0,5.2
736,2040,Latin America-Caribbean,Anguilla,1.0,90.6,2.9,1.0,1.0,1.0,1.6,4.0
737,2040,Latin America-Caribbean,Antigua and Barbuda,1.0,93.0,3.6,1.0,1.0,,1.0,1.7
738,2040,Latin America-Caribbean,Argentina,1.0,86.0,1.0,1.0,1.0,1.0,1.0,11.8
739,2040,Asia-Pacific,Armenia,,97.7,1.0,1.0,1.0,1.0,1.0,1.3
740,2040,Latin America-Caribbean,Aruba,1.0,91.1,1.4,1.0,1.0,1.0,1.0,6.7
741,2040,Asia-Pacific,Australia,3.1,51.5,1.0,2.1,1.0,4.2,1.0,36.9
742,2040,Europe,Austria,1.0,74.7,1.0,1.0,1.0,8.0,1.0,16.2
743,2040,Asia-Pacific,Azerbaijan,1.0,2.1,1.0,1.0,1.0,97.8,1.0,1.0
744,2040,Latin America-Caribbean,Bahamas,1.0,96.5,1.0,1.0,1.0,1.0,1.0,2.7
745,2040,Middle East-North Africa,Bahrain,3.8,12.9,1.0,10.7,1.0,69.5,1.0,2.1
746,2040,Asia-Pacific,Bangladesh,1.0,1.0,1.0,,1.0,91.4,1.0,
747,2040,Latin America-Caribbean,Barbados,1.0,95.2,1.0,1.0,1.0,1.0,1.4,1.9
748,2040,Europe,Belarus,1.0,70.9,1.0,,1.0,1.7,1.0,27.2
749,2040,Europe,Belgium,1.0,54.9,1.0,1.0,1.0,10.3,1.0,33.3
750,2040,Latin America-Caribbean,Belize,,87.4,1.5,1.0,1.1,1.0,1.0,9.2
751,2040,Sub-Saharan Africa,Benin,1.0,49.6,18.3,1.0,1.0,26.4,1.0,5.6
752,2040,North America,Bermuda,,75.0,3.0,1.0,1.0,1.1,1.0,19.4
753,2040,Asia-Pacific,Bhutan,74.7,1.0,1.9,22.5,1.0,1.0,1.0,1.0
754,2040,Latin America-Caribbean,Bolivia,1.0,94.1,1.0,1.0,1.0,1.0,1.0,4.1
755,2040,Europe,Bosnia-Herzegovina,1.0,49.2,1.0,1.0,1.0,48.6,1.0,2.2
756,2040,Sub-Saharan Africa,Botswana,1.0,82.2,2.3,1.0,1.0,1.5,1.0,13.2
757,2040,Latin America-Caribbean,Brazil,1.0,86.9,3.8,1.0,1.0,1.0,1.0,9.1
758,2040,Latin America-Caribbean,British Virgin Islands,1.0,84.5,8.4,1.2,1.0,1.2,1.0,3.9
759,2040,Asia-Pacific,Brunei,8.6,9.4,6.2,1.0,1.0,75.1,1.0,1.0
760,2040,Europe,Bulgaria,1.0,79.2,1.0,1.0,1.0,14.9,1.0,5.7
761,2040,Sub-Saharan Africa,Burkina Faso,1.0,20.0,15.4,1.0,1.0,64.0,1.0,1.0
762,2040,Sub-Saharan Africa,Burundi,1.0,90.7,6.2,1.0,1.0,3.1,1.0,1.0
763,2040,Asia-Pacific,Cambodia,96.7,1.0,1.0,1.0,1.0,2.0,1.0,1.0
764,2040,Sub-Saharan Africa,Cameroon,1.0,68.2,3.1,1.0,1.0,21.2,2.7,4.8
765,2040,North America,Canada,1.3,61.9,1.3,2.3,1.3,4.5,1.7,
766,2040,Sub-Saharan Africa,Cape Verde,1.0,89.6,1.4,1.0,1.0,1.0,1.0,8.8
767,2040,Latin America-Caribbean,Cayman Islands,1.0,,4.5,1.0,1.0,1.0,1.0,9.4
768,2040,Sub-Saharan Africa,Central African Republic,1.0,88.3,1.0,1.0,1.0,9.7,1.0,1.0
769,2040,Sub-Saharan Africa,Chad,1.0,42.1,1.3,1.0,1.0,54.4,1.0,2.0
770,2040,Europe,Channel Islands,1.0,85.2,1.0,1.0,1.0,1.0,1.0,14.2
771,2040,Latin America-Caribbean,Chile,1.0,86.8,1.4,1.0,1.0,1.0,1.0,11.4
772,2040,Asia-Pacific,China,18.4,5.3,21.9,1.0,1.0,2.4,1.0,51.2
773,2040,Latin America-Caribbean,Colombia,1.0,92.0,1.0,1.0,1.0,1.0,1.0,
774,2040,Sub-Saharan Africa,Comoros,1.0,1.0,1.0,1.0,1.0,98.3,1.0,1.0
775,2040,Sub-Saharan Africa,Republic of the Congo,1.0,87.5,2.7,1.0,1.0,1.1,1.0,7.7
776,2040,Sub-Saharan Africa,Democratic Republic of the Congo,1.0,95.8,1.0,1.0,1.0,1.6,1.0,1.7
777,2040,Asia-Pacific,Cook Islands,1.0,96.0,1.0,1.0,1.0,1.0,1.0,3.2
778,2040,Latin America-Caribbean,Costa Rica,1.0,90.5,1.0,1.0,1.0,1.0,1.0,8.3
779,2040,Sub-Saharan Africa,Ivory Coast,1.0,42.4,11.5,1.0,1.0,37.2,1.0,8.7
780,2040,Europe,Croatia,1.0,93.6,1.0,1.0,1.0,1.8,1.0,
781,2040,Latin America-Caribbean,Cuba,1.0,58.2,18.1,1.0,1.0,1.0,1.0,23.4
782,2040,Asia-Pacific,Cyprus,1.0,70.1,1.0,1.0,1.0,25.0,1.0,3.1
783,2040,Europe,Czech Republic,1.0,18.6,1.0,1.0,1.0,1.0,1.0,79.6
784,2040,Europe,Denmark,1.0,79.8,1.0,1.0,1.0,7.3,1.0,
785,2040,Sub-Saharan Africa,Djibouti,1.0,2.3,1.0,1.0,1.0,96.9,1.0,1.0
786,2040,Latin America-Caribbean,Dominica,1.0,94.4,3.0,1.0,1.0,1.0,1.7,1.0
787,2040,Latin America-Caribbean,Dominican Republic,1.0,88.2,1.0,1.0,1.0,1.0,1.0,10.7
788,2040,Latin America-Caribbean,Ecuador,1.0,93.8,1.0,1.0,1.0,1.0,1.0,5.7
789,2040,Middle East-North Africa,Egypt,1.0,4.0,1.0,1.0,1.0,96.0,1.0,1.0
790,2040,Latin America-Caribbean,El Salvador,1.0,,1.0,1.0,1.0,1.0,1.0,11.5
791,2040,Sub-Saharan Africa,Equatorial Guinea,1.0,88.7,1.7,1.0,1.0,4.0,1.0,5.0
792,2040,Sub-Saharan Africa,Eritrea,1.0,62.9,1.0,1.0,1.0,36.6,1.0,1.0
793,2040,Europe,Estonia,1.0,39.7,1.0,1.0,1.0,1.0,1.0,59.8
794,2040,Sub-Saharan Africa,Ethiopia,1.0,59.4,1.9,1.0,1.0,38.6,1.0,1.0
795,2040,Europe,Faeroe Islands,1.0,98.0,1.0,1.0,1.0,1.0,1.0,1.7
796,2040,Latin America-Caribbean,Falkland Islands (Malvinas),1.0,67.2,1.0,1.0,1.0,1.0,1.0,31.5
797,2040,Asia-Pacific,Fiji,1.0,64.4,1.0,27.9,1.0,6.3,1.0,1.0
798,2040,Europe,Finland,1.0,74.2,1.0,1.0,1.0,2.5,1.0,22.5
799,2040,Europe,France,1.0,47.9,1.0,1.0,1.0,9.9,1.0,40.5
800,2040,Latin America-Caribbean,French Guiana,1.0,,7.8,1.0,1.0,1.9,1.0,4.6
801,2040,Asia-Pacific,French Polynesia,1.0,94.0,1.0,1.0,1.0,1.0,1.0,4.9
802,2040,Sub-Saharan Africa,Gabon,,72.9,5.5,1.0,1.0,14.7,1.0,6.1
803,2040,Sub-Saharan Africa,Gambia,1.0,3.6,1.0,1.0,1.0,95.6,1.0,1.0
804,2040,Europe,Georgia,1.0,85.9,1.0,1.0,1.0,13.3,1.0,1.0
805,2040,Europe,Germany,1.0,,1.0,1.0,1.0,8.9,1.0,28.7
806,2040,Sub-Saharan Africa,Ghana,1.0,69.8,5.8,1.0,1.0,20.6,1.0,3.6
807,2040,Europe,Gibraltar,1.0,88.8,1.0,1.8,2.1,4.0,1.0,2.9
808,2040,Europe,Greece,1.0,86.5,1.0,1.0,1.0,7.2,1.0,5.8
809,2040,North America,Greenland,1.0,96.1,1.0,1.0,1.0,1.0,1.0,2.5
810,2040,Latin America-Caribbean,Grenada,,96.6,1.3,1.0,1.0,1.0,1.0,1.0
811,2040,Latin America-Caribbean,Guadeloupe,1.0,,1.0,1.0,1.0,1.0,1.0,
812,2040,Asia-Pacific,Guam,1.1,94.2,1.5,1.0,1.0,1.0,1.6,
813,2040,Latin America-Caribbean,Guatemala,1.0,95.6,1.0,1.0,1.0,1.0,1.0,3.7
814,2040,Sub-Saharan Africa,Guinea,1.0,10.3,2.6,1.0,1.0,85.2,1.0,1.8
815,2040,Sub-Saharan Africa,Guinea-Bissau,1.0,16.9,30.6,1.0,1.0,48.0,1.0,4.5
816,2040,Latin America-Caribbean,Guyana,1.0,71.8,1.0,20.1,1.0,5.5,1.0,1.9
817,2040,Latin America-Caribbean,Haiti,1.0,86.7,2.0,1.0,1.0,1.0,1.0,11.1
818,2040,Europe,Vatican City,1.0,99.0,1.0,1.0,1.0,1.0,1.0,
819,2040,Latin America-Caribbean,Honduras,1.0,87.7,1.2,1.0,1.0,1.0,1.0,10.1
820,2040,Asia-Pacific,Hong Kong,13.4,,13.3,1.0,1.0,2.8,1.4,51.3
821,2040,Europe,Hungary,1.0,76.6,1.0,1.0,1.0,1.0,1.0,22.9
822,2040,Europe,Iceland,1.0,91.9,1.0,1.0,1.0,1.3,1.0,
823,2040,Asia-Pacific,India,1.0,2.3,1.0,77.5,1.0,17.3,1.7,1.0
824,2040,Asia-Pacific,Indonesia,1.0,10.8,1.0,1.5,1.0,86.7,1.0,1.0
825,2040,Asia-Pacific,Iran,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
826,2040,Middle East-North Africa,Iraq,,1.0,1.0,1.0,1.0,99.0,1.0,1.0
827,2040,Europe,Ireland,1.0,85.4,1.0,1.0,1.0,2.5,1.0,10.9
828,2040,Europe,Isle of Man,1.0,84.1,1.0,1.0,1.0,1.0,1.0,
829,2040,Middle East-North Africa,Israel,,2.0,1.0,1.0,71.0,23.4,1.0,3.0
830,2040,Europe,Italy,1.0,75.6,1.0,1.0,1.0,7.7,1.0,15.5
831,2040,Latin America-Caribbean,Jamaica,1.0,77.1,4.6,1.0,1.0,1.0,1.0,17.1
832,2040,Asia-Pacific,Japan,27.3,2.1,1.0,1.0,1.0,1.0,4.0,65.7
833,2040,Middle East-North Africa,Jordan,,2.1,1.0,1.0,1.0,97.0,1.0,1.0
834,2040,Asia-Pacific,Kazakhstan,1.0,19.9,1.0,1.0,1.0,75.6,1.0,3.2
835,2040,Sub-Saharan Africa,Kenya,1.0,82.8,1.3,1.0,1.0,12.5,1.0,
836,2040,Asia-Pacific,Kiribati,1.0,97.0,1.0,1.0,1.0,1.0,2.2,1.0
837,2040,Europe,Kosovo,1.0,4.9,1.0,1.0,1.0,94.9,1.0,1.0
838,2040,Middle East-North Africa,Kuwait,7.1,12.3,1.0,10.7,1.0,69.3,1.0,1.0
839,2040,Asia-Pacific,Kyrgyzstan,1.0,7.9,1.0,1.0,1.0,91.5,1.0,1.0
840,2040,Asia-Pacific,Laos,59.2,1.5,37.4,1.0,1.0,1.0,1.0,1.0
841,2040,Europe,Latvia,1.0,53.6,1.0,1.0,1.0,1.0,1.0,45.9
842,2040,Middle East-North Africa,Lebanon,1.0,38.3,1.0,1.0,1.0,61.3,1.0,
843,2040,Sub-Saharan Africa,Lesotho,1.0,97.1,1.0,1.0,1.0,1.0,1.0,2.7
844,2040,Sub-Saharan Africa,Liberia,1.0,85.6,1.0,1.0,1.0,12.0,1.0,1.3
845,2040,Middle East-North Africa,Libya,1.0,2.7,1.0,1.0,1.0,96.6,1.0,1.0
846,2040,Europe,Liechtenstein,1.0,91.9,1.0,1.0,1.0,5.0,1.0,
847,2040,Europe,Lithuania,1.0,,1.0,1.0,1.0,1.0,1.0,9.2
848,2040,Europe,Luxembourg,1.0,70.9,1.0,1.0,1.0,2.3,1.0,26.4
849,2040,Asia-Pacific,Macau,17.3,7.2,58.9,1.0,1.0,1.0,1.0,
850,2040,Europe,Republic of Macedonia,1.0,46.7,1.0,1.0,1.0,52.1,1.0,1.1
851,2040,Sub-Saharan Africa,Madagascar,1.0,83.5,5.0,1.0,1.0,3.2,1.0,8.2
852,2040,Sub-Saharan Africa,Malawi,1.0,83.8,1.6,1.0,1.0,12.9,1.0,1.5
853,2040,Asia-Pacific,Malaysia,12.2,9.4,2.0,5.3,1.0,,1.0,1.0
854,2040,Asia-Pacific,Maldives,1.0,1.0,1.0,1.0,1.0,98.4,1.0,1.0
855,2040,Sub-Saharan Africa,Mali,1.0,2.3,3.5,1.0,1.0,93.6,1.0,1.0
856,2040,Europe,Malta,1.0,97.0,1.0,1.0,1.0,1.0,1.0,2.5
857,2040,Asia-Pacific,Marshall Islands,1.0,97.5,1.0,1.0,1.0,1.0,1.0,1.5
858,2040,Latin America-Caribbean,Martinique,1.0,96.5,1.0,1.0,1.0,1.0,1.0,2.3
859,2040,Sub-Saharan Africa,Mauritania,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
860,2040,Sub-Saharan Africa,Mauritius,1.0,32.8,1.0,48.1,1.0,17.5,1.0,1.0
861,2040,Sub-Saharan Africa,Mayotte,1.0,1.0,1.0,1.0,1.0,98.6,1.0,1.0
862,2040,Latin America-Caribbean,Mexico,1.0,,1.0,1.0,1.0,1.0,1.0,7.6
863,2040,Asia-Pacific,Federated States of Micronesia,1.0,95.3,2.7,1.0,1.0,1.0,1.0,1.0
864,2040,Europe,Moldova,1.0,97.2,1.0,1.0,1.0,1.2,1.0,1.3
865,2040,Europe,Monaco,1.0,86.0,1.0,1.0,1.7,1.0,1.0,11.7
866,2040,Asia-Pacific,Mongolia,53.4,2.2,3.4,1.0,1.0,3.8,1.0,37.1
867,2040,Europe,Montenegro,1.0,73.4,1.0,,1.0,23.7,1.0,2.9
868,2040,Latin America-Caribbean,Montserrat,1.0,93.5,1.0,,1.0,1.0,1.5,
869,2040,Middle East-North Africa,Morocco,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
870,2040,Sub-Saharan Africa,Mozambique,1.0,,7.9,1.0,1.0,,1.0,17.0
871,2040,Asia-Pacific,Burma (Myanmar),79.7,7.8,5.6,1.7,1.0,,1.0,
872,2040,Sub-Saharan Africa,Namibia,1.0,,1.0,1.0,1.0,1.0,1.0,2.0
873,2040,Asia-Pacific,Nauru,1.1,79.0,8.1,1.0,1.0,1.0,7.4,4.5
874,2040,Asia-Pacific,Nepal,9.4,,3.6,80.1,1.0,6.0,1.0,
875,2040,Europe,Netherlands,1.0,41.9,1.0,1.0,1.0,8.5,1.0,47.9
876,2040,Asia-Pacific,New Caledonia,1.0,85.2,1.0,1.0,1.0,2.8,1.0,10.4
877,2040,Asia-Pacific,New Zealand,2.1,46.9,1.0,3.3,1.0,2.3,1.0,
878,2040,Latin America-Caribbean,Nicaragua,1.0,84.6,1.4,1.0,1.0,1.0,1.0,
879,2040,Sub-Saharan Africa,Niger,1.0,1.1,1.0,1.0,1.0,98.0,1.0,
880,2040,Sub-Saharan Africa,Nigeria,1.0,41.5,1.7,1.0,1.0,56.4,1.0,1.0
881,2040,Asia-Pacific,Niue,,96.4,1.0,1.0,1.0,1.0,1.0,3.3
882,2040,Asia-Pacific,North Korea,1.5,2.0,12.3,1.0,1.0,1.0,12.9,71.3
883,2040,Asia-Pacific,Northern Mariana Islands,10.6,81.3,5.3,1.0,1.0,1.0,1.1,1.0
884,2040,Europe,Norway,1.3,76.3,1.0,1.0,1.0,7.5,1.0,13.8
885,2040,Middle East-North Africa,Oman,1.0,5.8,1.0,5.7,1.0,86.8,1.0,1.0
886,2040,Asia-Pacific,Pakistan,1.0,1.5,1.0,2.0,1.0,96.5,1.0,1.0
887,2040,Asia-Pacific,Palau,1.0,86.7,1.0,1.0,1.0,,10.4,1.2
888,2040,Middle East-North Africa,Palestinian territories,1.0,1.6,1.0,1.0,1.0,98.3,1.0,1.0
889,2040,Latin America-Caribbean,Panama,1.0,,1.0,1.0,1.0,1.0,1.0,5.5
890,2040,Asia-Pacific,Papua New Guinea,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0
891,2040,Latin America-Caribbean,Paraguay,1.0,96.8,1.8,1.0,1.0,1.0,1.0,1.1
892,2040,Latin America-Caribbean,Peru,1.0,95.3,1.0,1.0,1.0,1.0,1.0,3.3
893,2040,Asia-Pacific,Philippines,1.0,92.1,1.6,1.0,1.0,6.0,1.0,1.0
894,2040,Europe,Poland,1.0,88.8,1.0,1.0,1.0,1.0,1.0,
895,2040,Europe,Portugal,1.0,87.7,1.0,1.0,1.0,1.0,1.0,10.5
896,2040,Latin America-Caribbean,Puerto Rico,1.0,96.0,1.0,1.0,1.0,1.0,1.0,2.5
897,2040,Middle East-North Africa,Qatar,4.1,13.0,1.0,17.1,1.0,64.2,1.0,1.0
898,2040,Sub-Saharan Africa,Reunion,1.0,87.6,1.0,4.5,1.0,4.2,1.1,2.0
899,2040,Europe,Romania,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0
900,2040,Europe,Russia,1.0,,1.0,,1.0,15.0,1.0,12.6
901,2040,Sub-Saharan Africa,Rwanda,1.0,93.2,1.0,1.0,1.0,2.9,1.0,
902,2040,Sub-Saharan Africa,St. Helena,1.0,96.5,1.0,1.0,1.0,1.0,1.0,3.3
903,2040,Latin America-Caribbean,St. Kitts and Nevis,1.0,94.6,1.3,1.5,1.0,1.0,1.0,1.6
904,2040,Latin America-Caribbean,St. Lucia,1.0,92.4,1.0,1.0,1.0,1.0,1.6,5.2
905,2040,North America,St. Pierre and Miquelon,1.0,94.7,1.0,1.0,1.0,1.0,1.3,3.8
906,2040,Latin America-Caribbean,St. Vincent and the Grenadines,1.0,88.7,2.0,3.4,1.0,1.5,2.0,2.5
907,2040,Asia-Pacific,Samoa,1.0,97.4,1.0,1.0,1.0,1.0,1.0,2.0
908,2040,Europe,San Marino,1.0,91.6,1.0,1.0,1.0,1.0,1.0,7.2
909,2040,Sub-Saharan Africa,Sao Tome and Principe,1.0,80.3,3.1,1.0,1.0,1.0,2.6,14.0
910,2040,Middle East-North Africa,Saudi Arabia,1.0,4.1,1.0,1.5,1.0,92.9,1.0,1.0
911,2040,Sub-Saharan Africa,Senegal,1.0,2.8,1.0,1.0,1.0,97.2,1.0,1.0
912,2040,Europe,Serbia,1.0,89.6,1.0,1.0,1.0,7.0,1.0,
913,2040,Sub-Saharan Africa,Seychelles,1.0,94.0,1.0,2.1,1.0,1.1,1.0,2.1
914,2040,Sub-Saharan Africa,Sierra Leone,1.0,,1.0,,1.0,79.8,1.0,1.0
915,2040,Asia-Pacific,Singapore,28.8,17.3,2.6,8.9,1.0,19.4,6.5,
916,2040,Europe,Slovakia,1.0,,1.0,1.0,1.0,1.0,1.0,18.1
917,2040,Europe,Slovenia,1.0,75.7,1.0,1.0,1.0,4.5,1.0,19.7
918,2040,Asia-Pacific,Solomon Islands,1.0,97.4,1.3,1.0,1.0,,1.0,1.0
919,2040,Sub-Saharan Africa,Somalia,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
920,2040,Sub-Saharan Africa,South Africa,1.0,80.2,1.0,1.0,1.0,2.3,1.0,15.5
921,2040,Asia-Pacific,South Korea,19.4,32.4,1.0,1.0,1.0,1.0,1.0,46.5
922,2040,Europe,Spain,1.0,68.1,1.0,1.0,1.0,5.9,1.0,25.2
923,2040,Asia-Pacific,Sri Lanka,67.4,7.0,1.0,13.9,1.0,11.7,1.0,1.0
924,2040,Middle East-North Africa,Sudan,1.0,5.4,2.8,1.0,1.0,90.7,1.0,1.0
925,2040,Latin America-Caribbean,Suriname,1.0,53.8,6.4,16.5,1.0,12.6,2.0,7.8
926,2040,Sub-Saharan Africa,Swaziland,1.0,89.2,1.1,1.0,1.0,1.0,1.0,8.8
927,2040,Europe,Sweden,1.0,55.5,1.0,1.0,1.0,10.3,1.0,32.0
928,2040,Europe,Switzerland,1.0,64.4,1.0,1.0,1.0,7.0,1.0,26.6
929,2040,Middle East-North Africa,Syria,1.0,5.1,1.0,1.0,1.0,92.8,1.0,2.0
930,2040,Asia-Pacific,Taiwan,20.7,6.3,42.8,1.0,1.0,1.0,14.3,15.9
931,2040,Asia-Pacific,Tajikistan,1.0,2.0,1.0,1.0,1.0,96.2,1.0,1.5
932,2040,Sub-Saharan Africa,Tanzania,1.0,65.6,1.0,1.0,1.0,31.8,1.0,2.0
933,2040,Asia-Pacific,Thailand,91.1,1.0,1.0,1.0,1.0,7.4,1.0,1.0
934,2040,Asia-Pacific,Timor-Leste,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0
935,2040,Sub-Saharan Africa,Togo,1.0,,40.5,1.0,1.0,14.0,1.0,6.4
936,2040,Asia-Pacific,Tokelau,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0
937,2040,Asia-Pacific,Tonga,1.0,98.9,1.0,1.0,1.0,1.0,1.0,1.0
938,2040,Latin America-Caribbean,Trinidad and Tobago,1.0,67.2,2.1,21.4,1.0,5.6,1.5,1.8
939,2040,Middle East-North Africa,Tunisia,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
940,2040,Asia-Pacific,Turkey,1.0,1.0,1.0,,1.0,98.0,1.0,1.2
941,2040,Asia-Pacific,Turkmenistan,1.0,6.4,1.0,1.0,1.0,92.9,1.0,1.0
942,2040,Latin America-Caribbean,Turks and Caicos Islands,1.0,92.1,2.7,1.0,1.0,1.0,1.0,4.6
943,2040,Asia-Pacific,Tuvalu,1.0,96.7,1.0,1.0,1.0,1.0,1.9,1.3
944,2040,Sub-Saharan Africa,Uganda,1.0,84.8,1.0,1.0,1.0,13.4,1.0,1.0
945,2040,Europe,Ukraine,,88.3,1.0,1.0,1.0,2.9,1.0,8.4
946,2040,Middle East-North Africa,United Arab Emirates,2.7,13.0,1.0,9.0,1.0,73.4,1.0,1.1
947,2040,Europe,United Kingdom,1.0,,1.0,1.9,1.0,9.4,1.0,
948,2040,North America,United States,1.4,69.1,1.0,1.1,1.5,1.8,1.3,23.6
949,2040,Latin America-Caribbean,U.S. Virgin Islands,1.0,94.8,1.0,1.0,1.0,1.0,1.0,3.7
950,2040,Latin America-Caribbean,Uruguay,1.0,56.4,1.0,1.0,1.0,1.0,1.0,42.2
951,2040,Asia-Pacific,Uzbekistan,1.0,1.6,1.0,1.0,1.0,97.6,1.0,1.0
952,2040,Asia-Pacific,Vanuatu,1.0,93.5,4.0,1.0,1.0,1.0,1.4,1.1
953,2040,Latin America-Caribbean,Venezuela,1.0,89.6,1.0,1.0,1.0,1.0,1.0,9.4
954,2040,Asia-Pacific,Vietnam,,8.7,44.4,1.0,1.0,1.0,1.0,30.2
955,2040,Asia-Pacific,Wallis and Futuna,1.0,97.4,1.2,1.0,1.0,1.0,1.0,1.0
956,2040,Middle East-North Africa,Western Sahara,1.0,,1.0,1.0,1.0,99.0,1.0,
957,2040,Middle East-North Africa,Yemen,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
958,2040,Sub-Saharan Africa,Zambia,1.0,96.9,1.0,1.0,1.0,1.0,1.0,
959,2040,Sub-Saharan Africa,Zimbabwe,1.0,86.4,4.6,1.0,1.0,1.0,1.0,7.6
960,2040,Sub-Saharan Africa,South Sudan,1.0,60.5,32.9,1.0,1.0,6.2,1.0,1.0
961,2040,Latin America-Caribbean,Curacao,1.0,93.9,1.2,1.0,1.0,,1.0,3.3
962,2040,Latin America-Caribbean,Sint Maarten,1.0,93.9,1.2,1.0,1.0,1.0,1.0,3.3
963,2040,Latin America-Caribbean,Caribbean Netherlands,1.0,93.9,1.2,1.0,1.0,1.0,1.0,3.3
964,2050, World, All Countries,5.2,,4.8,14.9,1.0,29.7,1.0,13.2
965,2050,North America, All Countries,1.4,,1.0,1.3,1.4,2.4,1.5,
